policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL33922,500,1913,50000,44,17,Rollover,5,6323,No
POL86055,2000,2160,150000,41,12,Hit & Run,4,12182,No
POL65743,500,2119,100000,22,2,Rear-End,2,5358,No
POL76012,1000,2660,50000,23,23,Rollover,2,18963,No
POL62277,2000,1525,150000,61,19,Side Impact,2,10076,No
POL34149,2000,1158,100000,37,8,Side Impact,2,2562,No
POL35950,500,1017,50000,46,8,Hit & Run,4,9451,No
POL80496,1000,644,150000,60,5,Front Collision,4,19749,No
POL83838,1000,712,50000,40,18,Side Impact,2,14780,No
POL21559,2000,1678,150000,58,9,Side Impact,4,7585,No
POL82443,1000,783,100000,34,2,Side Impact,3,5665,No
POL84324,1000,501,100000,80,8,Rollover,3,8420,No
POL40655,2000,1628,100000,47,5,Side Impact,2,1497,No
POL58548,1000,2265,150000,60,17,Hit & Run,1,12504,No
POL58235,500,2077,50000,43,20,Side Impact,3,11383,No
POL37259,500,705,50000,48,17,Rollover,5,16544,Yes
POL10476,1000,799,50000,76,12,Side Impact,1,5484,No
POL97850,1000,2657,50000,85,11,Front Collision,2,5463,No
POL74056,2000,1250,50000,60,11,Front Collision,2,17895,No
POL92991,2000,1084,50000,82,7,Rollover,2,19925,No
POL49938,2000,1793,150000,71,7,Hit & Run,4,19422,No
POL56757,2000,567,100000,59,14,Side Impact,2,6142,No
POL15323,500,2752,100000,43,22,Rollover,5,9901,No
POL99817,2000,1319,150000,19,0,Rear-End,2,1434,No
POL58861,500,2851,150000,71,1,Front Collision,1,16359,Yes
POL66570,500,1715,100000,74,5,Hit & Run,5,4927,Yes
POL63863,2000,2099,50000,68,2,Hit & Run,5,1538,Yes
POL93123,1000,2830,100000,36,7,Hit & Run,2,10843,No
POL14524,500,1083,150000,49,3,Front Collision,2,7197,Yes
POL42578,2000,1659,100000,84,18,Rear-End,5,5073,No
POL21213,500,1384,150000,51,13,Hit & Run,3,6779,No
POL68763,500,2253,50000,18,15,Side Impact,4,15824,Yes
POL68984,2000,1336,100000,55,18,Front Collision,4,9452,No
POL15621,2000,1341,150000,56,19,Side Impact,5,13283,No
POL55251,500,1091,100000,63,10,Rollover,2,13159,No
POL16188,1000,882,100000,61,2,Rollover,2,2114,No
POL74662,500,2678,50000,56,7,Rear-End,4,5969,No
POL69428,2000,1620,50000,56,14,Rollover,5,2302,No
POL35831,1000,2669,150000,46,19,Front Collision,2,2767,No
POL71754,500,2995,50000,76,19,Hit & Run,1,14738,No
POL73335,500,2995,100000,70,15,Rollover,1,13522,No
POL64282,2000,1413,150000,77,23,Front Collision,1,5054,No
POL92063,500,662,50000,73,14,Hit & Run,2,12587,No
POL25156,2000,2883,100000,34,10,Hit & Run,5,17851,Yes
POL36199,2000,1524,50000,36,4,Rear-End,1,12249,No
POL12648,500,2820,100000,27,21,Rear-End,3,10255,No
POL95252,500,705,50000,84,8,Rollover,3,9825,No
POL53192,2000,1625,50000,50,22,Rear-End,1,3094,Yes
POL50081,2000,1200,50000,33,2,Hit & Run,2,4087,Yes
POL90827,500,2822,100000,69,7,Side Impact,3,12142,No
POL96012,1000,2418,50000,48,19,Side Impact,3,8726,No
POL78062,2000,1811,50000,51,10,Rollover,2,4000,No
POL52839,2000,1255,150000,67,12,Hit & Run,3,14353,No
POL91728,500,609,50000,24,8,Rollover,4,6008,No
POL77759,1000,1811,100000,54,20,Side Impact,3,19563,No
POL55044,1000,2103,100000,72,2,Rollover,2,15697,No
POL12641,500,2649,50000,39,4,Side Impact,4,9364,Yes
POL72611,500,582,50000,29,1,Hit & Run,4,11370,Yes
POL69044,1000,920,50000,69,2,Front Collision,2,4271,No
POL35040,500,1976,100000,22,10,Front Collision,4,13216,No
POL17000,1000,824,50000,59,15,Front Collision,1,12238,No
POL74096,2000,1113,100000,70,5,Rear-End,5,3845,No
POL58533,1000,575,100000,34,22,Hit & Run,4,4861,Yes
POL97869,2000,2093,150000,59,17,Side Impact,1,8372,No
POL89300,500,2636,150000,64,16,Side Impact,2,13757,No
POL14019,2000,2005,100000,42,22,Front Collision,4,17272,No
POL18724,500,1864,50000,27,1,Rollover,3,12472,No
POL56257,2000,2267,50000,35,5,Side Impact,4,8830,No
POL33222,500,1217,100000,54,20,Side Impact,5,11142,No
POL47552,500,2740,50000,24,15,Rear-End,3,18590,Yes
POL99482,500,2475,50000,29,22,Rear-End,4,12043,No
POL23458,500,2024,150000,80,10,Hit & Run,1,2641,No
POL50142,2000,2454,50000,55,23,Rollover,1,11310,No
POL89569,2000,2425,100000,52,3,Hit & Run,5,6746,Yes
POL68722,500,1050,150000,84,16,Side Impact,5,2938,No
POL66072,1000,1065,100000,62,12,Front Collision,5,2102,No
POL61752,500,826,50000,74,21,Rollover,1,7759,No
POL55472,1000,711,100000,73,8,Hit & Run,1,10350,No
POL31227,2000,2773,150000,74,11,Hit & Run,4,16294,Yes
POL97798,2000,1744,50000,43,16,Rear-End,4,5528,No
POL94216,500,1024,50000,84,0,Front Collision,3,17624,Yes
POL71410,500,944,100000,45,20,Rear-End,3,1005,No
POL93202,500,2818,50000,82,13,Rear-End,4,6525,No
POL74871,1000,1801,150000,79,14,Rollover,5,14062,No
POL75926,1000,2486,100000,37,13,Front Collision,3,15984,No
POL59254,1000,1884,100000,84,15,Rear-End,1,10712,No
POL87775,1000,2643,50000,47,22,Front Collision,1,17322,No
POL92909,1000,1112,150000,68,20,Rollover,3,10535,No
POL69049,1000,1624,150000,30,5,Hit & Run,4,17900,No
POL92690,500,692,50000,70,0,Rear-End,4,5672,No
POL78458,1000,1037,50000,19,15,Rollover,1,5706,No
POL17776,1000,1062,50000,28,5,Rear-End,4,2794,No
POL44902,500,2620,100000,43,10,Rollover,1,5017,No
POL29046,1000,1834,100000,81,7,Side Impact,3,17083,No
POL99811,500,925,50000,45,11,Rear-End,3,18653,No
POL41034,1000,1747,100000,47,16,Side Impact,4,2276,No
POL81170,2000,714,100000,47,18,Rollover,5,5725,No
POL79856,500,2824,50000,54,15,Rollover,1,6326,No
POL62205,500,1359,150000,45,11,Hit & Run,5,8241,No
POL17222,500,2177,50000,26,17,Rollover,2,3206,No
POL14385,2000,1465,50000,61,9,Side Impact,1,2715,No
POL95554,1000,1236,50000,42,20,Rear-End,2,4681,No
POL69931,2000,1896,150000,71,11,Front Collision,3,2963,No
POL54652,1000,1106,100000,54,5,Rear-End,5,9802,No
POL82280,2000,833,150000,58,6,Front Collision,3,14183,No
POL44361,1000,2717,100000,28,23,Front Collision,3,12697,Yes
POL44068,1000,2087,50000,51,6,Side Impact,3,3885,No
POL19465,2000,856,100000,49,20,Front Collision,3,1998,No
POL27812,2000,988,150000,42,16,Front Collision,1,11921,No
POL36196,500,2480,50000,26,6,Hit & Run,2,6910,No
POL59246,1000,2387,100000,38,9,Side Impact,5,15328,No
POL16139,2000,624,100000,77,14,Front Collision,1,16349,No
POL64655,2000,894,150000,49,5,Front Collision,1,6904,No
POL79413,2000,1066,50000,44,23,Hit & Run,3,10927,Yes
POL59764,1000,2800,100000,39,23,Hit & Run,2,17609,Yes
POL46145,2000,541,50000,79,13,Side Impact,2,16331,No
POL75391,1000,2522,150000,27,5,Rear-End,3,18634,No
POL15130,1000,1676,150000,62,13,Rear-End,4,8392,No
POL11031,2000,1089,150000,29,15,Rollover,2,17436,No
POL19668,500,1305,50000,27,1,Rollover,4,17211,Yes
POL75013,500,1433,100000,72,14,Rear-End,1,17947,No
POL36668,1000,2865,50000,84,21,Side Impact,3,8679,No
POL56526,2000,2368,150000,44,12,Side Impact,1,16697,No
POL17177,2000,2641,50000,71,6,Front Collision,5,7170,No
POL94002,500,2613,50000,25,1,Hit & Run,3,16601,Yes
POL66143,2000,1449,150000,25,6,Hit & Run,5,15612,No
POL19513,500,1829,50000,53,20,Rollover,3,5589,No
POL37162,1000,1782,150000,41,2,Side Impact,3,14796,No
POL21273,1000,1512,150000,22,3,Rollover,1,5010,No
POL18628,2000,981,150000,34,23,Hit & Run,1,1902,Yes
POL73021,500,1882,150000,78,1,Rollover,4,8429,No
POL10870,1000,2943,50000,62,2,Rollover,5,17946,Yes
POL24638,1000,2750,50000,71,23,Rear-End,2,2469,No
POL68165,1000,1670,150000,78,3,Rear-End,5,8760,No
POL33784,2000,2415,150000,22,23,Front Collision,4,6780,No
POL87041,500,636,150000,56,1,Side Impact,5,1491,No
POL29281,2000,1215,100000,35,20,Side Impact,3,14572,No
POL15147,2000,2105,50000,52,7,Rollover,1,1616,No
POL33699,2000,1584,150000,57,20,Hit & Run,5,2254,No
POL27678,500,953,100000,73,17,Rear-End,1,3850,No
POL67011,500,2157,50000,85,8,Front Collision,1,9828,No
POL51938,2000,1704,100000,21,1,Hit & Run,3,12997,Yes
POL56720,1000,1234,100000,21,7,Rear-End,4,19778,No
POL14443,1000,2491,150000,74,7,Hit & Run,2,8439,No
POL97535,500,2370,150000,21,5,Side Impact,1,6115,No
POL55255,2000,620,50000,59,3,Front Collision,4,11739,No
POL61449,2000,2682,100000,43,0,Rollover,3,16404,Yes
POL20655,2000,2740,50000,72,2,Side Impact,1,8550,No
POL12490,500,1779,100000,28,11,Hit & Run,1,9265,No
POL27479,1000,2239,100000,69,20,Side Impact,2,8249,No
POL24368,1000,1682,100000,52,15,Hit & Run,3,14238,No
POL27618,1000,2593,50000,84,23,Side Impact,1,9690,No
POL54645,500,530,100000,73,21,Hit & Run,3,1830,No
POL89602,1000,2270,50000,23,17,Rear-End,1,19399,No
POL20273,500,1719,50000,58,15,Side Impact,3,13178,No
POL57238,1000,2268,100000,83,10,Rollover,1,15743,No
POL10654,2000,2719,150000,65,21,Rear-End,1,9788,No
POL36671,2000,1349,100000,35,11,Rear-End,4,16736,No
POL12473,1000,2600,50000,81,17,Rear-End,2,5845,No
POL98748,500,1875,150000,44,6,Side Impact,4,17438,No
POL27253,500,2842,50000,47,16,Side Impact,3,9805,No
POL85077,1000,924,50000,53,2,Front Collision,1,12132,No
POL91722,1000,2432,150000,85,19,Side Impact,2,8730,No
POL63971,500,1152,100000,48,21,Hit & Run,3,6825,No
POL91534,500,1637,50000,47,23,Side Impact,1,16266,Yes
POL85410,1000,1774,150000,18,18,Hit & Run,5,2475,No
POL87916,2000,2243,150000,66,15,Front Collision,1,1291,No
POL70894,500,709,100000,57,11,Front Collision,3,1377,No
POL13762,2000,1471,100000,46,21,Rollover,4,7371,No
POL81833,500,2591,100000,78,20,Front Collision,5,8973,No
POL10542,500,2915,150000,65,3,Hit & Run,4,11609,Yes
POL96681,1000,1051,100000,70,20,Rear-End,3,9436,No
POL58621,2000,2633,50000,52,13,Rollover,3,8297,No
POL29038,1000,1906,100000,32,11,Rollover,4,5948,No
POL19822,2000,953,100000,23,15,Hit & Run,2,9199,No
POL60146,500,2156,100000,46,15,Rollover,3,15811,No
POL45657,1000,859,150000,60,17,Side Impact,5,19980,No
POL91878,2000,1887,100000,81,7,Rear-End,5,13993,No
POL33637,500,1272,100000,79,16,Rear-End,3,11613,No
POL52502,500,1483,50000,28,23,Hit & Run,4,19716,Yes
POL24257,500,2127,100000,48,13,Rear-End,1,8619,No
POL15309,1000,2475,100000,51,3,Front Collision,2,5885,No
POL51939,500,2994,150000,83,15,Rear-End,3,5895,No
POL39887,1000,2432,100000,71,1,Front Collision,1,4279,No
POL60244,500,2695,150000,82,10,Rollover,2,10096,No
POL11072,500,1149,50000,42,5,Hit & Run,2,6256,No
POL23193,500,1849,150000,37,22,Rear-End,1,11123,No
POL27283,2000,1382,50000,42,4,Hit & Run,4,10693,Yes
POL23853,500,650,50000,41,15,Front Collision,3,12086,No
POL38695,1000,854,100000,68,18,Rollover,4,14916,No
POL20917,2000,1094,100000,30,6,Rear-End,4,18329,No
POL91565,2000,1327,50000,51,4,Rear-End,5,2681,No
POL69572,2000,2063,50000,18,4,Rollover,5,19156,Yes
POL15775,500,2118,100000,67,0,Front Collision,3,7803,No
POL31322,2000,1750,50000,23,16,Rear-End,5,14520,No
POL53349,1000,2378,100000,37,1,Rollover,2,4398,No
POL75627,2000,831,100000,82,20,Hit & Run,3,18943,Yes
POL35094,1000,717,150000,49,19,Side Impact,4,10511,No
POL81249,500,711,50000,78,8,Rollover,1,6997,No
POL81922,2000,959,50000,78,21,Rollover,1,11984,No
POL91306,2000,2750,50000,44,23,Hit & Run,1,18571,Yes
POL26886,2000,1676,150000,26,10,Hit & Run,5,1275,Yes
POL74018,2000,1475,50000,60,18,Hit & Run,4,16878,No
POL47875,1000,1896,50000,81,2,Hit & Run,4,6091,Yes
POL24425,1000,2935,150000,71,13,Side Impact,4,13528,No
POL72566,1000,2907,150000,70,22,Side Impact,5,2388,No
POL96470,1000,2116,150000,18,8,Rollover,5,14489,No
POL11589,2000,2930,50000,64,15,Rear-End,5,1927,No
POL24456,500,1168,50000,48,12,Side Impact,1,14436,No
POL44610,1000,1828,100000,65,7,Rollover,1,17103,No
POL28513,500,717,100000,38,9,Front Collision,2,15771,Yes
POL32400,1000,1687,50000,62,8,Hit & Run,4,5379,No
POL42474,2000,2122,150000,41,12,Hit & Run,3,3582,No
POL75626,500,2346,150000,24,0,Rear-End,2,10634,No
POL57385,1000,1857,100000,76,17,Rollover,4,4307,No
POL54410,500,2910,150000,22,19,Rear-End,4,5471,No
POL18011,2000,1583,50000,67,2,Front Collision,4,8242,No
POL88245,1000,2931,100000,72,2,Rollover,2,3656,No
POL14992,500,2880,150000,69,7,Front Collision,3,1810,No
POL69420,1000,1211,50000,41,16,Hit & Run,4,17483,No
POL14412,500,825,50000,26,13,Rear-End,5,19543,No
POL60084,2000,1279,50000,46,4,Front Collision,3,4148,No
POL83629,1000,2330,150000,72,20,Rear-End,5,12661,No
POL12316,1000,1550,50000,59,6,Rear-End,5,13150,No
POL64605,2000,2719,50000,20,6,Side Impact,3,18507,Yes
POL98285,2000,2032,50000,84,22,Rollover,3,10748,No
POL84230,500,627,150000,70,18,Rear-End,4,9729,No
POL99195,500,2233,100000,80,15,Rear-End,5,3003,No
POL83035,1000,2769,100000,44,21,Side Impact,3,3560,No
POL21265,1000,1365,50000,35,17,Front Collision,3,16944,No
POL80205,1000,1134,100000,58,17,Side Impact,4,15999,No
POL70566,2000,783,50000,59,6,Rollover,2,15836,No
POL58489,1000,943,50000,77,14,Rollover,4,11893,No
POL85506,500,1311,150000,65,4,Front Collision,1,19669,Yes
POL39529,2000,535,50000,78,8,Front Collision,2,7623,No
POL87927,2000,2350,50000,78,5,Rear-End,2,3797,No
POL67486,500,2838,150000,37,9,Front Collision,3,7637,No
POL42949,2000,648,150000,48,9,Side Impact,3,16293,No
POL57879,2000,1133,100000,20,17,Rollover,3,17887,No
POL45732,1000,2293,100000,73,7,Side Impact,2,11013,No
POL50061,2000,2404,50000,85,10,Front Collision,2,7307,No
POL70696,2000,2698,100000,76,21,Rear-End,5,5666,No
POL23313,1000,2698,100000,50,16,Side Impact,1,2936,No
POL23005,2000,842,150000,80,4,Hit & Run,2,17777,No
POL53985,500,1377,150000,36,10,Rollover,1,18771,No
POL76830,500,787,50000,55,15,Rear-End,2,4925,No
POL89753,2000,2950,50000,84,13,Rollover,3,4780,No
POL99050,500,1722,50000,23,6,Rollover,1,4509,No
POL39133,2000,707,100000,18,5,Side Impact,3,8296,No
POL40841,500,671,150000,29,10,Side Impact,4,15067,No
POL75316,500,1983,50000,75,14,Hit & Run,1,18009,Yes
POL79635,500,695,150000,28,7,Side Impact,1,16713,No
POL66031,1000,2496,50000,25,22,Hit & Run,4,8343,No
POL58978,2000,2243,50000,20,1,Side Impact,5,12313,Yes
POL76039,500,2555,100000,46,2,Rollover,3,8100,Yes
POL16817,2000,2425,150000,35,21,Rollover,4,15830,No
POL73286,2000,2936,150000,84,23,Side Impact,2,14413,No
POL11103,500,1670,50000,42,16,Front Collision,1,15952,No
POL70884,500,1672,150000,84,2,Rollover,4,3770,No
POL56829,2000,872,50000,68,12,Side Impact,1,18382,No
POL96796,500,2232,50000,76,19,Hit & Run,1,10449,No
POL48300,2000,1497,150000,77,13,Rollover,5,16733,No
POL10062,500,1634,150000,61,8,Rollover,4,2150,No
POL69561,500,1181,150000,41,10,Front Collision,2,3152,No
POL42213,2000,2864,50000,38,0,Rollover,3,7951,Yes
POL78930,1000,2160,50000,28,13,Rollover,1,1928,No
POL85118,500,2913,150000,58,11,Hit & Run,2,11324,No
POL99729,500,2789,50000,44,18,Front Collision,3,17105,Yes
POL19839,1000,526,50000,73,15,Rear-End,2,3241,No
POL17185,1000,2262,150000,35,1,Rear-End,1,15261,No
POL60077,1000,1712,150000,65,7,Side Impact,3,14590,No
POL96741,500,2091,100000,73,0,Rollover,3,19598,Yes
POL43389,500,1140,50000,38,8,Front Collision,2,10127,No
POL23080,2000,2050,100000,46,14,Hit & Run,4,15871,No
POL19790,1000,1017,150000,33,23,Front Collision,3,3369,No
POL93947,500,668,50000,74,21,Front Collision,1,19436,No
POL67233,1000,2309,50000,66,16,Rollover,3,2503,No
POL76355,500,1275,100000,57,7,Front Collision,2,5258,No
POL28193,500,2655,50000,56,0,Rollover,4,18995,Yes
POL84213,2000,1055,100000,76,18,Hit & Run,5,3301,No
POL51287,2000,1508,50000,71,6,Rollover,2,18300,No
POL46597,1000,922,50000,26,20,Hit & Run,5,2311,No
POL19654,500,2794,100000,72,16,Side Impact,5,13521,No
POL75909,500,1530,100000,39,19,Front Collision,3,18834,No
POL29353,500,949,150000,20,5,Side Impact,2,15198,Yes
POL25010,2000,2588,150000,45,22,Hit & Run,5,9475,Yes
POL92770,2000,696,100000,58,1,Rear-End,4,12965,No
POL56255,1000,2461,150000,44,15,Hit & Run,5,17466,No
POL49583,1000,1216,50000,32,13,Rollover,5,12116,No
POL70152,500,1121,100000,33,4,Rollover,4,10365,No
POL50278,2000,2054,50000,78,2,Rear-End,2,6981,No
POL16933,2000,2322,50000,81,14,Side Impact,4,11939,No
POL22274,2000,2098,50000,64,15,Side Impact,1,19840,No
POL26155,2000,1283,100000,57,15,Side Impact,4,14968,No
POL85454,2000,538,100000,47,12,Rollover,4,19305,No
POL79031,2000,1874,50000,77,19,Hit & Run,1,15762,No
POL63228,500,1624,100000,70,0,Side Impact,3,1252,No
POL99149,1000,1588,150000,62,21,Side Impact,4,19083,No
POL63233,500,2080,100000,53,3,Hit & Run,3,18845,Yes
POL10050,500,2793,50000,43,4,Front Collision,5,1876,Yes
POL68460,500,2636,50000,18,4,Hit & Run,3,7881,Yes
POL17412,500,863,150000,79,10,Rear-End,1,10110,No
POL26923,500,1443,50000,68,22,Side Impact,1,11491,No
POL27028,2000,1457,50000,32,1,Front Collision,5,14531,No
POL35360,500,1313,150000,54,9,Rear-End,1,15454,No
POL25915,2000,503,50000,48,10,Hit & Run,1,11210,No
POL67055,500,1372,50000,18,14,Side Impact,3,14628,No
POL95767,1000,1939,50000,44,13,Rear-End,2,18565,No
POL48474,2000,1882,150000,37,1,Side Impact,2,16853,No
POL46364,1000,1733,50000,63,6,Rollover,1,2419,No
POL98929,500,2924,50000,61,5,Side Impact,4,4615,No
POL78910,2000,1110,150000,28,14,Hit & Run,5,11952,Yes
POL42977,1000,824,100000,40,17,Front Collision,2,4978,No
POL76909,1000,1860,100000,45,13,Rollover,1,14708,No
POL49244,1000,1876,50000,29,0,Side Impact,5,6522,No
POL46892,1000,2283,150000,76,13,Rear-End,4,18680,No
POL86725,1000,2607,150000,25,3,Front Collision,5,15493,Yes
POL42640,1000,1230,150000,30,8,Rear-End,1,16309,Yes
POL91686,500,2246,50000,78,12,Front Collision,5,15317,No
POL51599,2000,1940,150000,78,19,Rear-End,1,18358,No
POL92832,500,1149,50000,61,4,Front Collision,2,4671,No
POL30113,1000,1141,100000,58,21,Hit & Run,3,8436,No
POL25048,500,1432,50000,26,23,Front Collision,2,8259,No
POL82549,2000,602,100000,66,4,Rear-End,4,2009,No
POL76399,1000,2457,50000,23,12,Front Collision,3,7776,No
POL95419,2000,2258,50000,43,9,Hit & Run,2,18471,No
POL81706,500,1252,50000,73,22,Front Collision,2,1861,No
POL99086,500,2002,150000,60,2,Hit & Run,3,1317,Yes
POL42191,500,1663,50000,74,23,Rollover,5,4278,No
POL46051,500,2371,150000,20,13,Side Impact,3,9701,No
POL39082,500,2035,100000,56,10,Hit & Run,2,14547,No
POL31529,500,2145,100000,41,9,Hit & Run,3,11601,No
POL53129,1000,796,100000,73,8,Front Collision,4,12687,No
POL63596,500,2067,100000,46,17,Rear-End,3,19389,No
POL15282,1000,1349,150000,60,0,Rear-End,5,17445,No
POL84058,2000,2500,100000,37,8,Rollover,2,14708,No
POL96577,2000,1879,50000,59,12,Hit & Run,1,10295,No
POL54998,500,2682,150000,39,11,Rollover,3,5831,Yes
POL74856,500,1436,50000,25,20,Rear-End,5,16503,No
POL54527,500,1060,150000,32,5,Front Collision,3,6300,No
POL81402,2000,2257,100000,52,15,Hit & Run,2,15752,No
POL63932,1000,1830,100000,61,1,Rollover,2,16491,No
POL63641,1000,1871,50000,61,4,Side Impact,2,18384,No
POL19749,2000,1908,50000,18,23,Rollover,5,2979,No
POL15013,1000,1647,100000,39,1,Side Impact,2,19106,No
POL78876,1000,706,50000,33,15,Rollover,5,4110,No
POL94176,500,2304,150000,41,9,Side Impact,5,17158,No
POL86084,500,2357,150000,20,21,Side Impact,2,11805,No
POL70139,500,2432,100000,24,21,Rear-End,4,5237,No
POL40036,2000,2673,150000,44,2,Hit & Run,5,17730,Yes
POL36913,2000,1297,150000,85,16,Side Impact,2,16673,No
POL69766,1000,665,100000,49,23,Rollover,3,6332,No
POL80753,500,2636,150000,80,19,Rollover,2,12787,No
POL50862,1000,2068,50000,18,17,Rear-End,3,17160,No
POL32920,500,1699,150000,52,14,Rollover,2,3026,No
POL41166,1000,969,150000,67,18,Rollover,5,16009,No
POL26750,500,1653,50000,84,5,Rollover,4,15288,No
POL72217,1000,2678,50000,39,4,Side Impact,2,8658,No
POL81149,500,1562,50000,49,3,Hit & Run,1,19474,Yes
POL81570,500,1671,100000,36,2,Rear-End,4,1368,No
POL32244,500,2503,150000,47,9,Front Collision,1,1353,No
POL86141,1000,2757,50000,42,5,Rear-End,2,4232,No
POL75599,500,2769,50000,28,9,Rear-End,3,1708,Yes
POL50262,1000,1451,50000,39,7,Hit & Run,2,1097,No
POL21006,2000,516,50000,66,3,Rollover,4,11132,No
POL97980,2000,2731,100000,84,12,Side Impact,5,15804,No
POL64390,1000,1845,150000,70,14,Rollover,4,11312,No
POL39957,2000,797,100000,26,22,Side Impact,5,4254,No
POL37776,1000,1151,100000,61,11,Front Collision,1,3775,No
POL17823,2000,602,150000,50,14,Side Impact,1,2754,No
POL49985,2000,1056,50000,27,8,Rollover,5,14729,No
POL40065,500,2667,150000,55,5,Side Impact,1,15903,No
POL48984,1000,1132,150000,30,12,Rear-End,3,15121,No
POL91094,2000,1372,150000,83,0,Side Impact,1,19311,No
POL75728,2000,1367,100000,70,14,Rear-End,4,4329,No
POL52862,1000,784,150000,69,0,Hit & Run,1,12871,Yes
POL68643,2000,2389,150000,54,8,Side Impact,1,4050,No
POL88589,2000,1185,50000,21,7,Hit & Run,4,8102,No
POL55094,500,910,150000,44,18,Rollover,1,16256,No
POL58344,2000,2070,150000,37,16,Side Impact,3,4476,No
POL36339,1000,2573,100000,62,6,Rear-End,5,16855,No
POL31802,2000,2097,50000,74,13,Rollover,3,7056,No
POL41706,1000,2448,100000,81,20,Side Impact,5,3446,No
POL14117,1000,2310,50000,45,3,Side Impact,5,2576,No
POL62242,1000,824,150000,64,2,Front Collision,5,7880,No
POL67787,2000,1778,50000,56,13,Side Impact,1,17276,No
POL73856,1000,2702,100000,57,16,Rollover,4,13214,No
POL36703,2000,1882,150000,56,0,Front Collision,4,13118,No
POL15878,1000,1651,50000,55,3,Hit & Run,2,6391,Yes
POL39700,2000,2112,150000,73,18,Side Impact,1,6790,No
POL87678,500,1488,150000,78,13,Rear-End,2,6071,No
POL13330,2000,2022,150000,69,19,Front Collision,1,6760,No
POL92761,1000,1820,50000,67,16,Front Collision,2,2279,No
POL35833,2000,1412,50000,58,11,Front Collision,2,17953,No
POL31799,500,2758,50000,78,15,Front Collision,3,15890,Yes
POL90188,500,725,50000,43,11,Rear-End,3,4584,No
POL19331,500,1557,150000,51,18,Rollover,4,15919,No
POL73278,1000,1177,150000,61,1,Hit & Run,5,1926,Yes
POL39282,500,2204,100000,52,10,Rear-End,2,17516,No
POL42703,500,615,100000,22,10,Hit & Run,1,1827,No
POL32443,2000,2906,50000,65,21,Side Impact,5,4562,Yes
POL44933,500,1582,50000,19,5,Hit & Run,3,9841,No
POL97349,1000,1842,100000,83,14,Front Collision,5,1809,No
POL56105,1000,678,100000,41,18,Hit & Run,4,18707,No
POL20705,500,1760,150000,62,6,Front Collision,1,19562,No
POL35493,500,2684,150000,63,6,Rear-End,3,7515,No
POL13882,2000,525,100000,38,1,Rollover,4,11171,Yes
POL92358,2000,1001,150000,62,2,Hit & Run,2,4021,Yes
