policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL89656,2000,2103,150000,52,2,Side Impact,2,9930,No
POL37938,500,1007,100000,85,2,Rollover,1,17538,Yes
POL94605,1000,1355,50000,28,18,Rear-End,3,5227,Yes
POL84217,1000,1690,50000,80,16,Rollover,3,19908,Yes
POL92805,500,1238,150000,21,3,Rear-End,5,17399,No
POL92669,1000,2885,50000,62,16,Rollover,4,15839,No
POL67836,1000,2524,100000,63,10,Rear-End,2,7134,No
POL48494,500,2749,150000,70,11,Rear-End,2,3024,Yes
POL75171,500,2251,100000,25,12,Rollover,2,14917,Yes
POL22293,500,874,150000,36,4,Rear-End,3,6204,No
POL43328,500,2433,50000,34,23,Rear-End,1,18763,Yes
POL10201,1000,1461,50000,58,11,Hit & Run,3,8661,No
POL46329,2000,1878,150000,22,4,Front Collision,2,7998,Yes
POL15488,500,1828,50000,81,19,Hit & Run,4,4987,No
POL51429,1000,2130,150000,74,2,Hit & Run,3,4485,Yes
POL17167,2000,1517,100000,50,21,Side Impact,2,5018,No
POL36196,1000,801,100000,53,3,Rear-End,2,14390,Yes
POL41120,500,1384,50000,31,9,Hit & Run,5,9178,No
POL69477,1000,1981,50000,39,21,Rear-End,1,9227,Yes
POL67726,1000,2907,50000,25,10,Hit & Run,1,18103,Yes
POL73154,2000,2950,50000,20,17,Front Collision,5,10212,No
POL29644,500,1663,100000,29,3,Rear-End,4,17599,No
POL44837,1000,638,150000,79,21,Side Impact,5,16414,No
POL67615,500,2694,100000,43,8,Rollover,4,13812,No
POL55101,500,1870,50000,77,0,Rear-End,5,4240,No
POL39722,1000,761,50000,42,1,Rollover,1,9255,No
POL43286,1000,2054,50000,53,11,Hit & Run,3,13964,Yes
POL67564,1000,821,50000,38,19,Rollover,3,8702,No
POL12145,2000,1500,150000,72,10,Rollover,1,13945,No
POL46111,2000,2856,50000,85,18,Rollover,4,4025,Yes
POL16608,2000,1599,50000,80,22,Front Collision,4,6058,No
POL64819,1000,1071,150000,29,22,Rear-End,1,4643,No
POL30562,2000,1063,150000,29,15,Rear-End,3,7079,Yes
POL71097,2000,1977,50000,31,12,Hit & Run,2,15708,No
POL30396,500,2580,100000,39,0,Side Impact,4,2770,Yes
POL90129,2000,1748,150000,85,5,Rollover,3,12582,Yes
POL39245,2000,2898,150000,66,2,Rollover,1,18840,No
POL81099,2000,1535,150000,77,4,Hit & Run,4,3640,No
POL76764,500,824,100000,41,13,Rollover,4,3067,Yes
POL36715,500,1513,150000,80,7,Rear-End,3,7506,Yes
POL14275,2000,2967,150000,25,1,Rear-End,5,5588,No
POL78116,2000,1711,100000,34,21,Rollover,4,7674,Yes
POL16247,2000,1929,100000,82,16,Side Impact,5,15787,Yes
POL84200,500,590,50000,62,14,Rollover,3,19705,Yes
POL42208,2000,2859,50000,31,5,Side Impact,2,12759,No
POL93927,2000,1524,150000,72,22,Rear-End,4,2775,Yes
POL23701,1000,2268,50000,32,13,Side Impact,3,8716,Yes
POL53096,2000,1498,100000,48,3,Hit & Run,3,14771,Yes
POL33592,2000,747,50000,34,23,Front Collision,3,19520,Yes
POL72452,1000,853,100000,64,19,Hit & Run,5,19519,Yes
POL43777,2000,845,150000,68,6,Hit & Run,1,8498,Yes
POL31601,2000,2236,100000,27,9,Front Collision,5,10346,No
POL64885,1000,2723,50000,36,9,Rear-End,3,12523,No
POL11889,2000,1081,150000,85,20,Rollover,3,17986,No
POL61728,2000,1951,100000,79,1,Hit & Run,1,13051,No
POL68685,500,2727,150000,69,15,Hit & Run,3,15225,No
POL43231,500,2406,150000,61,7,Side Impact,3,1692,No
POL18020,500,2657,50000,62,2,Hit & Run,3,15549,Yes
POL60156,1000,2977,150000,73,22,Rear-End,5,7166,Yes
POL14912,2000,970,150000,80,11,Side Impact,2,15856,Yes
POL67365,500,2012,150000,61,2,Rear-End,1,8456,No
POL19161,500,1222,50000,81,10,Side Impact,5,7998,No
POL26726,1000,2389,150000,65,4,Side Impact,3,10304,Yes
POL53553,1000,2358,150000,23,16,Side Impact,3,16606,Yes
POL33502,2000,1741,150000,42,19,Rollover,3,8872,No
POL33476,500,1353,100000,35,5,Front Collision,3,4439,Yes
POL83941,1000,2663,100000,82,14,Rear-End,4,4244,Yes
POL29319,500,2033,50000,27,2,Hit & Run,5,13005,No
POL36853,500,910,150000,65,14,Side Impact,3,5204,No
POL52058,1000,2666,100000,50,8,Front Collision,3,4602,Yes
POL81860,2000,1414,100000,59,19,Rollover,5,12787,No
POL21694,500,1758,100000,31,13,Side Impact,4,9145,No
POL62375,1000,2583,150000,67,5,Front Collision,5,1749,Yes
POL99245,2000,1658,50000,24,9,Side Impact,5,7671,Yes
POL64458,1000,960,100000,18,15,Rear-End,3,13835,No
POL50113,500,2598,150000,37,7,Hit & Run,4,2051,No
POL64272,2000,2131,50000,22,21,Side Impact,2,18227,Yes
POL36315,500,1235,100000,31,14,Side Impact,2,14346,No
POL59114,2000,1801,50000,53,21,Hit & Run,4,18719,Yes
POL68164,2000,2392,50000,44,2,Front Collision,5,12125,Yes
POL78530,2000,665,150000,79,14,Side Impact,1,17233,No
POL55514,2000,514,50000,60,23,Side Impact,2,10083,No
POL16046,500,2513,150000,54,11,Hit & Run,3,19436,Yes
POL34059,1000,1551,100000,42,10,Hit & Run,1,17916,No
POL78589,1000,1199,100000,74,3,Side Impact,5,13794,Yes
POL51325,2000,1866,50000,67,11,Side Impact,3,14558,No
POL56581,2000,879,100000,42,3,Rollover,5,5077,Yes
POL79069,1000,1640,50000,74,14,Rear-End,5,11169,Yes
POL95532,2000,2502,100000,27,6,Hit & Run,4,18251,No
POL42256,2000,1496,100000,37,16,Side Impact,1,19816,No
POL82718,1000,1667,100000,61,18,Hit & Run,2,13896,Yes
POL17795,2000,1282,150000,32,22,Side Impact,4,6670,No
POL77449,1000,2513,100000,85,9,Front Collision,3,12524,No
POL84577,500,2938,150000,73,10,Front Collision,5,12873,No
POL95243,2000,2648,150000,46,23,Front Collision,1,12532,Yes
POL26667,2000,2562,150000,81,16,Hit & Run,2,9351,Yes
POL63520,2000,2554,100000,77,22,Front Collision,3,14513,No
POL44713,500,1660,100000,62,5,Rollover,4,17011,Yes
POL67271,500,2734,100000,51,11,Rollover,4,1323,Yes
POL95313,500,811,100000,69,10,Front Collision,3,18036,Yes
POL61863,500,825,100000,51,21,Rear-End,4,12145,Yes
POL52948,1000,1163,50000,24,18,Side Impact,2,3208,No
POL60888,500,1917,100000,57,5,Side Impact,4,19811,No
POL63956,500,2747,50000,43,2,Side Impact,5,15902,No
POL40159,1000,938,50000,79,0,Front Collision,4,7533,Yes
POL94444,1000,1845,50000,52,4,Rear-End,4,6636,No
POL22011,500,2686,100000,64,11,Hit & Run,1,9690,No
POL53625,1000,2916,50000,38,9,Rollover,5,14356,No
POL44901,2000,1227,150000,77,14,Rollover,3,7283,Yes
POL65412,500,2751,50000,27,1,Side Impact,4,11374,No
POL58247,500,1688,50000,52,23,Side Impact,3,1323,No
POL83800,1000,2499,50000,74,9,Hit & Run,1,18906,No
POL54421,500,2969,100000,54,4,Rollover,2,14215,No
POL86288,1000,2844,50000,73,19,Hit & Run,2,3090,No
POL97031,1000,1142,100000,60,21,Rollover,3,5503,Yes
POL71876,500,2030,50000,81,15,Hit & Run,2,1141,Yes
POL97403,2000,677,150000,21,23,Side Impact,4,5655,Yes
POL60197,500,2551,50000,49,19,Hit & Run,3,16831,Yes
POL28234,2000,1790,150000,79,10,Rear-End,1,18059,Yes
POL10889,500,1031,150000,65,19,Rollover,4,11288,Yes
POL27670,500,2929,100000,81,1,Rear-End,2,10613,No
POL50479,500,1839,150000,55,5,Side Impact,3,6489,Yes
POL72139,500,2688,100000,24,12,Front Collision,4,5370,Yes
POL91184,500,1851,50000,82,17,Side Impact,3,12590,Yes
POL52148,1000,2113,150000,27,14,Front Collision,2,17337,No
POL44306,2000,1149,50000,74,14,Front Collision,1,7416,No
POL33316,1000,2899,100000,57,5,Hit & Run,1,8727,No
POL50578,2000,2806,100000,28,7,Rear-End,3,12040,No
POL15124,1000,1083,100000,76,14,Rear-End,1,16178,Yes
POL60687,1000,791,100000,33,14,Hit & Run,5,9462,Yes
POL13208,500,1461,50000,26,19,Rollover,1,17272,Yes
POL65338,1000,2057,150000,56,9,Rear-End,3,16424,Yes
POL56702,500,2099,50000,63,9,Front Collision,5,3622,Yes
POL92674,500,2953,100000,35,7,Front Collision,1,16068,No
POL35149,1000,1255,150000,64,16,Side Impact,3,11427,No
POL90204,2000,2606,50000,65,6,Rollover,5,11154,Yes
POL64762,2000,1528,50000,83,15,Rear-End,1,4933,No
POL59427,1000,2002,150000,46,0,Front Collision,3,4932,No
POL55752,2000,2299,50000,51,5,Rollover,1,11965,Yes
POL53293,2000,1578,50000,75,21,Front Collision,4,1738,No
POL77102,2000,843,100000,30,17,Rear-End,5,4421,Yes
POL22443,2000,2246,50000,53,22,Rollover,4,2969,Yes
POL80460,2000,1525,50000,31,8,Rollover,3,7569,No
POL21319,500,1620,100000,80,16,Rear-End,3,19783,Yes
POL66495,500,572,150000,78,6,Rollover,3,12883,Yes
POL59202,1000,2629,150000,63,17,Front Collision,5,6055,No
POL61099,2000,2978,50000,78,3,Hit & Run,5,1599,No
POL59324,500,2154,100000,49,2,Rear-End,3,13548,Yes
POL53486,1000,2800,100000,65,16,Front Collision,1,18260,Yes
POL77854,500,749,150000,56,18,Side Impact,1,9020,Yes
POL61229,500,791,100000,54,3,Rollover,2,2238,No
POL45942,2000,2266,50000,58,14,Side Impact,4,17479,No
POL57978,1000,897,100000,18,11,Hit & Run,3,10259,No
POL21134,500,2094,150000,32,12,Front Collision,4,11990,No
POL42848,500,1037,50000,32,20,Side Impact,5,17915,No
POL41138,2000,2964,100000,85,21,Hit & Run,1,3302,Yes
POL44717,1000,2255,150000,74,16,Hit & Run,3,7189,No
POL40227,1000,1619,100000,48,10,Rollover,4,10972,Yes
POL82889,500,1321,100000,26,5,Rear-End,5,17094,Yes
POL42403,1000,2350,100000,60,15,Front Collision,4,3807,No
POL73896,2000,515,100000,22,8,Hit & Run,5,5556,Yes
POL71788,1000,1045,100000,42,2,Rollover,5,18709,Yes
POL91001,500,906,100000,60,12,Side Impact,2,11469,Yes
POL24858,1000,1629,100000,68,21,Front Collision,1,11463,No
POL26262,1000,2467,100000,34,5,Rear-End,4,6377,No
POL23050,500,1665,150000,75,15,Rear-End,4,10816,No
POL90529,500,1526,50000,84,8,Side Impact,4,10465,Yes
POL30485,500,2367,150000,46,23,Side Impact,4,3109,Yes
POL81695,1000,2632,50000,78,10,Side Impact,1,15568,Yes
POL45589,1000,813,150000,48,11,Front Collision,1,9623,Yes
POL35267,2000,2115,100000,72,3,Front Collision,1,18567,No
POL86358,1000,1025,100000,81,21,Rear-End,3,16433,No
POL32541,1000,769,50000,31,13,Front Collision,4,14037,Yes
POL99631,500,1266,150000,78,2,Front Collision,5,12378,Yes
POL92533,500,544,50000,26,3,Rear-End,1,6466,No
POL69423,1000,1420,50000,21,10,Hit & Run,1,14708,No
POL39789,1000,1066,150000,48,18,Hit & Run,1,6468,Yes
POL84748,2000,1924,150000,43,0,Hit & Run,2,9759,No
POL35388,500,1756,100000,52,23,Hit & Run,5,13932,Yes
POL74959,2000,2274,100000,59,11,Hit & Run,1,18920,No
POL57739,2000,2460,100000,56,21,Side Impact,3,14458,No
POL55462,500,2011,100000,55,23,Front Collision,2,19145,Yes
POL79031,1000,680,50000,56,23,Side Impact,5,11116,No
POL48083,1000,2361,50000,27,13,Rollover,1,10504,Yes
POL13777,2000,1349,50000,79,20,Hit & Run,3,10378,Yes
POL21686,2000,2026,50000,48,9,Front Collision,1,1430,Yes
POL23432,2000,1114,50000,55,19,Rear-End,2,10104,No
POL41000,500,1656,150000,44,17,Hit & Run,1,1294,No
POL85282,500,1284,50000,47,18,Front Collision,2,9042,No
POL34176,500,2868,100000,64,4,Front Collision,4,4483,No
POL51425,1000,1989,150000,21,14,Rear-End,5,8879,Yes
POL70397,1000,2843,150000,29,5,Hit & Run,3,16093,No
POL91726,1000,2354,100000,70,4,Rollover,1,14433,No
POL40102,2000,1387,100000,58,13,Front Collision,4,16854,Yes
POL12813,1000,2512,100000,39,19,Side Impact,1,18090,No
POL12573,500,2510,50000,29,11,Rear-End,5,3509,No
POL31908,1000,1865,100000,37,11,Front Collision,2,17617,No
POL70283,1000,743,150000,30,17,Rear-End,3,1150,No
POL98584,2000,1118,150000,33,19,Side Impact,4,17216,Yes
POL79004,1000,1086,50000,72,11,Front Collision,4,6654,No
POL23328,1000,2555,150000,28,18,Rear-End,3,9646,Yes
POL88030,2000,2313,100000,51,3,Side Impact,4,13696,No
POL57363,500,1477,50000,60,3,Front Collision,2,4759,Yes
POL29623,1000,1394,50000,83,20,Rollover,4,3273,Yes
POL15619,1000,1957,100000,46,6,Hit & Run,5,8859,No
POL95096,500,2403,50000,22,5,Hit & Run,2,17885,No
POL33467,2000,2694,100000,82,21,Rollover,3,10252,Yes
POL59455,500,568,100000,70,22,Hit & Run,3,3548,No
POL69377,500,1954,100000,48,10,Rear-End,1,5592,No
POL46721,2000,2331,50000,48,12,Rear-End,5,17409,No
POL41420,1000,2650,100000,47,20,Rollover,2,13741,Yes
POL35692,2000,559,50000,37,4,Hit & Run,3,2814,Yes
POL68580,1000,1533,100000,25,11,Rear-End,4,15685,No
POL33654,1000,601,100000,50,23,Front Collision,2,19495,No
POL38119,1000,2916,50000,51,2,Rollover,5,4685,Yes
POL67118,500,2157,150000,46,6,Front Collision,1,1283,Yes
POL52658,1000,2921,150000,20,0,Rollover,4,8229,Yes
POL71123,2000,2552,50000,55,15,Rear-End,1,9315,Yes
POL85011,1000,538,150000,36,2,Hit & Run,2,6190,Yes
POL86896,1000,1146,100000,71,11,Side Impact,1,6667,Yes
POL75594,2000,1530,50000,46,2,Front Collision,4,11380,Yes
POL99025,500,2281,150000,83,5,Front Collision,1,12057,Yes
POL38179,500,1478,100000,66,23,Hit & Run,4,1105,Yes
POL52996,1000,2368,50000,47,6,Hit & Run,2,2856,No
POL56726,2000,1739,50000,20,5,Rollover,4,17183,No
POL25519,500,1081,150000,54,16,Rear-End,4,18593,Yes
POL50615,2000,1079,100000,45,8,Front Collision,2,9593,No
POL46202,1000,1875,150000,53,7,Side Impact,3,9819,Yes
POL16001,1000,727,50000,75,15,Rear-End,4,13987,Yes
POL74673,1000,2547,150000,83,14,Front Collision,4,11597,No
POL80055,500,1051,50000,59,10,Rollover,4,13327,Yes
POL64334,2000,2188,50000,33,10,Hit & Run,1,19394,Yes
POL81180,1000,2280,100000,30,5,Rollover,4,4731,Yes
POL31790,2000,671,50000,22,2,Hit & Run,5,18148,No
POL51243,1000,2212,150000,54,12,Rollover,5,12879,No
POL86508,2000,1750,150000,37,15,Front Collision,5,18589,Yes
POL38289,500,2715,100000,77,5,Rear-End,4,2217,No
POL12418,500,2587,50000,65,10,Front Collision,5,17518,Yes
POL27248,1000,1886,150000,63,7,Rollover,2,13130,No
POL25327,1000,1665,100000,28,17,Rear-End,2,8051,Yes
POL92134,2000,1346,150000,77,4,Side Impact,5,4699,Yes
POL44983,2000,2436,100000,85,7,Hit & Run,3,1283,Yes
POL61964,1000,2266,50000,65,12,Rear-End,3,16700,No
POL40196,1000,1059,100000,20,6,Side Impact,5,16477,No
POL87850,1000,996,50000,53,16,Front Collision,1,17355,Yes
POL70926,1000,2824,100000,31,2,Side Impact,5,19639,No
POL94392,500,906,100000,33,17,Rear-End,2,9920,No
POL61604,500,2555,50000,61,1,Hit & Run,3,18494,No
POL76991,2000,1884,150000,68,19,Rollover,5,1243,No
POL71353,500,768,150000,71,15,Front Collision,5,13330,No
POL31892,1000,551,150000,23,11,Front Collision,3,18504,No
POL35250,1000,777,50000,26,0,Rear-End,4,19880,No
POL72626,500,2807,100000,34,18,Rollover,2,5331,No
POL14350,500,1051,100000,30,15,Rear-End,4,9231,Yes
POL90068,2000,617,50000,28,23,Side Impact,2,10315,No
POL21407,500,1318,150000,35,14,Side Impact,1,8666,No
POL93614,2000,1352,50000,75,8,Side Impact,2,4317,No
POL17192,2000,1677,50000,74,1,Rear-End,2,2082,Yes
POL47678,500,2211,50000,42,12,Hit & Run,1,6790,Yes
POL75619,500,1290,150000,24,23,Front Collision,1,7801,No
POL90161,1000,2920,150000,68,1,Hit & Run,1,16715,No
POL43773,2000,1150,50000,62,4,Hit & Run,2,2092,No
POL73218,2000,1436,50000,21,2,Side Impact,3,7927,Yes
POL39471,500,2489,150000,19,20,Rollover,4,9629,Yes
POL21167,2000,625,50000,66,12,Side Impact,5,6511,Yes
POL53216,500,1023,100000,23,5,Rear-End,5,6715,Yes
POL19958,2000,2669,100000,56,19,Rollover,5,7312,No
POL12934,2000,2849,100000,76,10,Rear-End,5,9602,Yes
POL84640,500,540,100000,64,4,Hit & Run,4,16455,Yes
POL86890,2000,559,100000,69,20,Hit & Run,5,16681,Yes
POL78503,2000,974,100000,68,1,Rollover,1,7888,Yes
POL29202,2000,2307,150000,84,16,Side Impact,3,6374,Yes
POL96332,1000,2814,50000,46,20,Rear-End,4,17887,No
POL19093,1000,2613,100000,80,18,Front Collision,5,15970,Yes
POL43618,1000,1364,150000,51,18,Rear-End,5,9233,No
POL58566,2000,909,100000,28,4,Rollover,4,8011,Yes
POL12719,1000,1087,150000,34,17,Front Collision,4,19527,No
POL56396,1000,2789,50000,71,14,Hit & Run,5,17151,No
POL12512,1000,1612,100000,38,0,Hit & Run,5,14501,Yes
POL16693,500,943,150000,64,8,Rear-End,2,1740,No
POL71104,2000,2279,50000,23,0,Rear-End,3,16479,Yes
POL46651,500,2779,50000,44,20,Front Collision,5,2315,No
POL41408,1000,1093,100000,33,1,Rollover,1,6930,No
POL90835,500,1638,150000,20,10,Hit & Run,1,5693,No
POL30278,1000,2550,100000,83,11,Rollover,1,10893,Yes
POL95422,500,1321,50000,38,4,Rollover,4,8625,Yes
POL74596,1000,2265,50000,46,11,Rollover,1,18558,Yes
POL23339,500,2388,100000,46,12,Rollover,4,11500,Yes
POL15708,500,2513,100000,68,21,Hit & Run,2,17157,Yes
POL64944,1000,936,100000,47,6,Hit & Run,4,13675,No
POL60656,2000,729,100000,58,7,Front Collision,5,17714,No
POL38972,1000,2342,50000,69,16,Front Collision,5,4522,No
POL25490,1000,1774,150000,35,4,Side Impact,3,9624,Yes
POL47708,500,1478,50000,40,2,Hit & Run,1,12600,Yes
POL72714,500,1543,100000,34,5,Rear-End,4,10367,No
POL72149,1000,2783,50000,60,17,Rear-End,2,11138,Yes
POL21122,2000,2822,150000,26,22,Rear-End,3,19854,No
POL64211,500,2401,150000,30,9,Side Impact,5,15003,Yes
POL80364,1000,2796,150000,29,14,Front Collision,4,15172,No
POL68441,2000,641,50000,41,2,Side Impact,4,14886,No
POL85231,2000,1374,100000,69,17,Rollover,5,11739,No
POL72166,500,1138,100000,54,6,Side Impact,4,7926,Yes
POL33205,1000,2465,150000,44,19,Rollover,1,13785,Yes
POL14998,500,1818,100000,28,16,Front Collision,5,15170,Yes
POL94116,1000,2568,100000,84,6,Hit & Run,5,12333,Yes
POL48964,1000,1610,50000,32,1,Rear-End,3,8541,No
POL68332,500,1579,50000,42,5,Hit & Run,1,6238,Yes
POL99620,500,973,50000,43,16,Rollover,1,7265,No
POL54826,500,2362,150000,27,9,Rear-End,5,3551,Yes
POL13220,1000,516,100000,46,12,Side Impact,2,10693,Yes
POL58081,2000,2217,150000,69,7,Rollover,2,10619,No
POL75358,1000,2549,50000,78,18,Rear-End,1,2531,No
POL95883,500,2646,150000,69,8,Rear-End,1,13203,No
POL56072,2000,1396,150000,81,13,Rear-End,3,6645,Yes
POL99371,500,1661,150000,82,17,Rear-End,4,2835,No
POL40634,1000,2530,100000,84,16,Front Collision,3,7715,No
POL58647,500,1035,100000,71,13,Rollover,3,5566,Yes
POL21304,1000,1934,150000,63,15,Hit & Run,5,6768,Yes
POL66128,1000,989,150000,84,3,Rollover,4,1427,Yes
POL82030,500,1335,50000,56,15,Side Impact,4,4642,No
POL69228,2000,2036,100000,59,6,Rollover,2,14072,Yes
POL12392,2000,2370,100000,68,9,Front Collision,1,9588,No
POL30130,1000,2149,50000,62,20,Rear-End,3,1482,Yes
POL23498,1000,901,150000,46,17,Front Collision,3,9394,Yes
POL61219,1000,2958,100000,81,10,Rear-End,4,8353,Yes
POL19929,2000,810,150000,38,13,Front Collision,1,8821,No
POL22794,2000,1457,100000,62,3,Side Impact,5,10008,No
POL67720,2000,2203,100000,84,2,Rear-End,1,14414,No
POL61907,2000,1322,100000,53,11,Front Collision,4,6028,No
POL48643,1000,1418,100000,64,9,Rear-End,3,7487,Yes
POL41551,2000,1077,150000,23,5,Rollover,4,11054,No
POL64278,500,1589,100000,85,7,Front Collision,4,5063,Yes
POL26503,1000,2131,150000,84,5,Rear-End,2,2668,Yes
POL21650,2000,1752,50000,37,19,Front Collision,1,3150,No
POL57881,500,1203,50000,38,5,Front Collision,1,9143,Yes
POL74703,500,1071,50000,68,11,Rollover,1,17462,Yes
POL33507,500,1913,50000,81,11,Rear-End,5,19225,Yes
POL75849,1000,2076,100000,78,21,Front Collision,2,12339,Yes
POL45255,2000,2010,50000,50,13,Front Collision,5,15636,No
POL33951,2000,2307,100000,62,15,Rear-End,2,16672,No
POL26820,1000,1105,50000,57,7,Rear-End,2,15567,No
POL50806,500,1672,150000,25,12,Front Collision,2,3286,Yes
POL38829,2000,1716,50000,43,0,Side Impact,1,12055,Yes
POL72407,2000,539,50000,71,13,Front Collision,2,11435,Yes
POL44821,2000,1096,150000,83,6,Front Collision,2,11322,No
POL34294,500,1493,150000,82,21,Rear-End,4,13300,Yes
POL58298,500,2117,100000,59,6,Hit & Run,3,1509,No
POL99377,2000,2688,50000,54,1,Hit & Run,1,5280,Yes
POL28377,1000,2826,100000,60,5,Front Collision,2,14136,Yes
POL54859,1000,2150,50000,47,11,Side Impact,5,18273,Yes
POL62633,2000,1704,150000,46,11,Rear-End,1,17624,No
POL46643,500,2761,150000,39,21,Rear-End,5,12513,No
POL69470,500,1817,150000,71,7,Rollover,2,13125,No
POL10688,500,1095,150000,77,9,Front Collision,2,17671,Yes
POL68388,2000,738,150000,55,5,Rear-End,5,19650,Yes
POL29086,2000,660,50000,61,23,Rollover,3,2042,No
POL52856,500,2219,150000,54,17,Rear-End,5,4541,Yes
POL50979,500,550,50000,18,1,Side Impact,4,13540,No
POL12001,2000,1463,150000,57,8,Front Collision,4,11702,Yes
POL74619,500,2871,150000,57,18,Rollover,2,12659,Yes
POL69868,1000,2763,100000,66,18,Front Collision,2,5062,Yes
POL65435,2000,2897,50000,50,10,Front Collision,2,1557,Yes
POL14056,500,1565,150000,64,12,Hit & Run,3,15556,Yes
POL26325,500,1329,150000,82,8,Rollover,2,1735,No
POL84188,1000,1091,50000,67,10,Rollover,4,2012,No
POL72103,2000,1273,50000,65,20,Rear-End,4,4852,No
POL82930,2000,1931,100000,80,3,Side Impact,4,2206,No
POL87662,500,578,150000,55,19,Hit & Run,1,5984,No
POL67134,1000,2317,100000,36,10,Front Collision,5,11722,No
POL31045,2000,1167,100000,41,1,Front Collision,5,18747,No
POL92575,2000,867,150000,75,16,Hit & Run,3,15284,No
POL55812,500,2690,50000,84,20,Side Impact,1,7009,Yes
POL63427,1000,2924,100000,19,10,Rear-End,5,15029,Yes
POL58399,500,788,100000,64,16,Side Impact,2,11500,No
POL78596,1000,2585,100000,46,19,Front Collision,2,19990,No
POL23901,2000,2621,100000,63,4,Side Impact,4,9205,No
POL65218,500,2347,150000,32,4,Hit & Run,1,4627,No
POL43269,1000,2481,150000,78,4,Rear-End,3,5556,Yes
POL40719,2000,1611,50000,57,20,Side Impact,3,17229,Yes
POL68926,500,1819,150000,56,2,Rear-End,2,16935,No
POL42505,2000,1795,150000,42,12,Side Impact,3,16996,Yes
POL95004,2000,2816,50000,66,0,Rear-End,3,3319,Yes
POL21825,2000,965,150000,49,18,Side Impact,1,17066,No
POL38920,500,1581,100000,25,6,Hit & Run,1,5362,No
POL78292,1000,2912,150000,64,17,Side Impact,1,7388,No
POL35547,500,1755,150000,60,1,Hit & Run,4,19740,No
POL23202,2000,1329,100000,62,8,Rollover,1,15225,Yes
POL96437,1000,2051,100000,79,3,Side Impact,1,10523,No
POL38639,1000,1900,150000,47,19,Rollover,5,10459,No
POL22560,500,1995,100000,42,22,Hit & Run,1,1562,Yes
POL23716,2000,876,50000,41,17,Rear-End,1,11694,No
POL94220,2000,734,100000,63,14,Front Collision,1,11187,No
POL22031,500,2051,50000,64,11,Rollover,1,13537,No
POL36469,2000,1700,50000,21,18,Rollover,3,17091,Yes
POL36506,500,2337,150000,63,20,Side Impact,4,5846,Yes
POL28186,1000,1459,50000,25,5,Hit & Run,3,2766,Yes
POL63366,1000,663,50000,44,19,Rollover,5,16432,Yes
POL46233,1000,1950,100000,32,8,Hit & Run,1,6892,Yes
POL20234,2000,2955,50000,72,17,Front Collision,2,17320,No
POL56204,2000,1628,50000,55,19,Rollover,3,6346,Yes
POL22380,1000,899,150000,36,15,Rollover,2,3441,Yes
POL41301,2000,629,50000,18,8,Rollover,1,4193,Yes
POL38501,2000,2151,50000,24,22,Hit & Run,2,5204,Yes
POL98002,500,2541,100000,24,11,Rollover,1,1632,No
POL61164,500,1704,150000,41,1,Rollover,4,18259,No
POL41860,2000,2735,100000,64,19,Side Impact,5,9196,Yes
POL46520,1000,2331,100000,22,21,Front Collision,1,1362,No
POL50125,1000,614,150000,77,1,Front Collision,4,15083,Yes
POL35042,500,1411,150000,49,21,Side Impact,2,8555,Yes
POL46349,1000,2633,100000,26,18,Rear-End,2,2759,No
